RprtDt,StateCd,NDISDsbltyGrpNm,ICDDsbltyNm,Primary,Reported
30JUN2020,NSW,Other,E14 - Diabetes mellitus,18,1215
30JUN2020,NSW,Other,E66 - Obesity,<11,404
30JUN2020,NSW,Other,E88 - Other metabolic disorders,74,105
30JUN2020,NSW,Other,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,70
30JUN2020,NSW,Other,J44.9 - Chronic lung disease,54,150
30JUN2020,NSW,Other,M32 - Systemic lupus erythematosus,16,33
30JUN2020,NSW,Other,M45 - Ankylosing spondylitis,14,31
30JUN2020,NSW,Other,N18 - Renal failure,<11,90
30JUN2020,NSW,Other,Q37 - Cleft palate and lip,15,98
30JUN2020,NSW,Other,S14.3 - Brachial plexus injury,<11,11
30JUN2020,NSW,Other Neurological,F00 - Alzheimer's disease,487,573
30JUN2020,NSW,Other Neurological,F03 - Unspecified dementia,532,770
30JUN2020,NSW,Other Neurological,G10 - Huntington disease,276,282
30JUN2020,NSW,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),259,261
30JUN2020,NSW,Other Neurological,G20 - Parkinson's disease,673,767
30JUN2020,NSW,Other Neurological,G40 - Epilepsy,257,5294
30JUN2020,NSW,Other Neurological,G71.0 - Muscular dystrophy,706,801
30JUN2020,NSW,Other Neurological,G99 - Other Neurological,2308,5270
30JUN2020,NSW,Other Neurological,G99 - Other Neurological (List A),175,286
30JUN2020,NSW,Other Neurological,G99 - Other Neurological (List C),17,26
30JUN2020,NSW,Other Physical,M05 - Rheumatoid arthritis,293,458
30JUN2020,NSW,Other Physical,M12 - Other arthritis,114,630
30JUN2020,NSW,Other Physical,M95 - Other Physical,4354,11259
30JUN2020,NSW,Other Physical,T05 - Multiple traumatic amputations,444,522
30JUN2020,NSW,Other Sensory/Speech,R47 - Other Sensory/Speech,1136,7144
30JUN2020,NSW,Psychosocial disability,F11 - Alcohol dependency,<11,131
30JUN2020,NSW,Psychosocial disability,F19 - Other substance dependency,<11,165
30JUN2020,NSW,Psychosocial disability,F20 - Schizophrenia,7052,8450
30JUN2020,NSW,Psychosocial disability,F31 - Bipolar affective disorder,1139,2234
30JUN2020,NSW,Psychosocial disability,F32 - Major depressive illness,635,2283
30JUN2020,NSW,Psychosocial disability,F41 - Other Anxiety disorders,395,6817
30JUN2020,NSW,Psychosocial disability,F42 - Obsessive-compulsive disorder,60,775
30JUN2020,NSW,Psychosocial disability,F60.3 - Borderline personality disorder,311,687
30JUN2020,NSW,Psychosocial disability,F99 - Other psychosocial disorders,1714,5655
30JUN2020,NSW,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
30JUN2020,NSW,Spinal Cord Injury,C72.7 - Malignant neoplasm of spinal cord (Incomplete),<11,<11
30JUN2020,NSW,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),793,840
30JUN2020,NSW,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),789,876
30JUN2020,NSW,Stroke,I69 - Stroke,2043,2493
30JUN2020,NSW,Visual Impairment,H54 - Visual impairment (including blindness),2722,5415
30JUN2020,NSW,Visual Impairment,Q15.9 - Congenital eye condition,26,77
30JUN2020,NT,ABI,G93.1 - Hypoxic brain injury,<11,<11
30JUN2020,NT,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],213,251
30JUN2020,NT,Autism,F84.0 - Autism disorder,770,804
30JUN2020,NT,Autism,F84.2 - Rett syndrome,<11,<11
30JUN2020,NT,Autism,F84.5 - Asperger syndrome,12,12
30JUN2020,NT,Cerebral Palsy,G80 - Cerebral palsy,193,209
30JUN2020,NT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],346,371
30JUN2020,NT,Down Syndrome,Q90 - Down syndrome,102,106
30JUN2020,NT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],80,118
30JUN2020,NT,Hearing Impairment,H90 - Hearing loss,157,277
30JUN2020,NT,Hearing Impairment,Q16.9 - Congenital hearing condition,<11,<11
30JUN2020,NT,Intellectual Disability,F70 - Mild intellectual disability,78,139
30JUN2020,NT,Intellectual Disability,F71 - Moderate intellectual disability,127,175
30JUN2020,NT,Intellectual Disability,F72 - Severe intellectual disability,33,54
30JUN2020,NT,Intellectual Disability,F73 - Profound intellectual disability,<11,11
30JUN2020,NT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],149,326
30JUN2020,NT,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,<11
30JUN2020,NT,Intellectual Disability,Q02 - Microcephaly,16,31
30JUN2020,NT,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",<11,<11
30JUN2020,NT,Intellectual Disability,Q05 - Spina bifida,19,20
30JUN2020,NT,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,76,101
30JUN2020,NT,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,<11,<11
30JUN2020,NT,Intellectual Disability,Q87.1 - Prader Willi syndrome,<11,<11
30JUN2020,NT,Intellectual Disability,Q89 - Other congenital conditions,<11,12
30JUN2020,NT,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
30JUN2020,NT,Intellectual Disability,Q93.5 - Angelman  syndrome,<11,<11
30JUN2020,NT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",36,51
30JUN2020,NT,Intellectual Disability,Q99.2 - Fragile X syndrome,13,16
30JUN2020,NT,Multiple Sclerosis,G35 - Multiple sclerosis,15,15
30JUN2020,NT,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
30JUN2020,NT,Other,B99 - Other unspecified infectious diseases,<11,<11
30JUN2020,NT,Other,E14 - Diabetes mellitus,<11,48
30JUN2020,NT,Other,E66 - Obesity,<11,12
30JUN2020,NT,Other,E88 - Other metabolic disorders,<11,<11
30JUN2020,NT,Other,J44.9 - Chronic lung disease,<11,<11
30JUN2020,NT,Other,M32 - Systemic lupus erythematosus,<11,<11
30JUN2020,NT,Other,N18 - Renal failure,<11,11
30JUN2020,NT,Other,Q37 - Cleft palate and lip,<11,<11
30JUN2020,NT,Other Neurological,F00 - Alzheimer's disease,11,12
30JUN2020,NT,Other Neurological,F03 - Unspecified dementia,21,25
30JUN2020,NT,Other Neurological,G10 - Huntington disease,<11,<11
30JUN2020,NT,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),<11,<11
30JUN2020,NT,Other Neurological,G20 - Parkinson's disease,12,12
30JUN2020,NT,Other Neurological,G40 - Epilepsy,<11,165
30JUN2020,NT,Other Neurological,G71.0 - Muscular dystrophy,14,14
30JUN2020,NT,Other Neurological,G99 - Other Neurological,108,201
30JUN2020,NT,Other Neurological,G99 - Other Neurological (List A),<11,<11
30JUN2020,NT,Other Physical,M05 - Rheumatoid arthritis,<11,<11
30JUN2020,NT,Other Physical,M12 - Other arthritis,<11,19
30JUN2020,NT,Other Physical,M95 - Other Physical,140,385
30JUN2020,NT,Other Physical,T05 - Multiple traumatic amputations,22,24
30JUN2020,NT,Other Sensory/Speech,R47 - Other Sensory/Speech,32,243
30JUN2020,NT,Psychosocial disability,F11 - Alcohol dependency,<11,<11
30JUN2020,NT,Psychosocial disability,F19 - Other substance dependency,<11,<11
30JUN2020,NT,Psychosocial disability,F20 - Schizophrenia,248,287
30JUN2020,NT,Psychosocial disability,F31 - Bipolar affective disorder,11,22
30JUN2020,NT,Psychosocial disability,F32 - Major depressive illness,<11,25
30JUN2020,NT,Psychosocial disability,F41 - Other Anxiety disorders,<11,66
30JUN2020,NT,Psychosocial disability,F42 - Obsessive-compulsive disorder,<11,<11
30JUN2020,NT,Psychosocial disability,F60.3 - Borderline personality disorder,<11,<11
30JUN2020,NT,Psychosocial disability,F99 - Other psychosocial disorders,43,105
30JUN2020,NT,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),23,25
30JUN2020,NT,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),49,53
30JUN2020,NT,Stroke,I69 - Stroke,108,125
30JUN2020,NT,Visual Impairment,H54 - Visual impairment (including blindness),57,125
30JUN2020,NT,Visual Impairment,Q15.9 - Congenital eye condition,<11,<11
30JUN2020,OT,Autism,F84.0 - Autism disorder,<11,<11
30JUN2020,OT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],<11,<11
30JUN2020,OT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],<11,<11
30JUN2020,OT,Intellectual Disability,F70 - Mild intellectual disability,<11,<11
30JUN2020,OT,Intellectual Disability,F71 - Moderate intellectual disability,<11,<11
30JUN2020,OT,Intellectual Disability,F72 - Severe intellectual disability,<11,<11
30JUN2020,OT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],<11,<11
30JUN2020,OT,Intellectual Disability,Q89 - Other congenital conditions,<11,<11
30JUN2020,OT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",<11,<11
30JUN2020,OT,Other,E14 - Diabetes mellitus,<11,<11
30JUN2020,OT,Other Neurological,F03 - Unspecified dementia,<11,<11
30JUN2020,OT,Other Neurological,G40 - Epilepsy,<11,<11
30JUN2020,OT,Other Neurological,G99 - Other Neurological,<11,<11
30JUN2020,OT,Other Physical,M95 - Other Physical,<11,<11
30JUN2020,OT,Other Sensory/Speech,R47 - Other Sensory/Speech,<11,<11
30JUN2020,OT,Psychosocial disability,F20 - Schizophrenia,<11,<11
30JUN2020,OT,Psychosocial disability,F31 - Bipolar affective disorder,<11,<11
30JUN2020,OT,Psychosocial disability,F41 - Other Anxiety disorders,<11,<11
30JUN2020,OT,Psychosocial disability,F99 - Other psychosocial disorders,<11,<11
30JUN2020,OT,Stroke,I69 - Stroke,<11,<11
30JUN2020,OT,Visual Impairment,H54 - Visual impairment (including blindness),<11,<11
30JUN2020,QLD,ABI,G93.1 - Hypoxic brain injury,69,83
30JUN2020,QLD,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],2659,3178
30JUN2020,QLD,Autism,F84.0 - Autism disorder,23009,25383
30JUN2020,QLD,Autism,F84.2 - Rett syndrome,95,102
30JUN2020,QLD,Autism,F84.5 - Asperger syndrome,362,616
30JUN2020,QLD,Cerebral Palsy,G80 - Cerebral palsy,3256,4076
30JUN2020,QLD,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],4738,5104
30JUN2020,QLD,Down Syndrome,Q90 - Down syndrome,2286,2416
30JUN2020,QLD,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],1179,1642
30JUN2020,QLD,Hearing Impairment,H90 - Hearing loss,4263,6052
30JUN2020,QLD,Hearing Impairment,Q16.9 - Congenital hearing condition,70,129
30JUN2020,QLD,Intellectual Disability,F70 - Mild intellectual disability,1287,2365
30JUN2020,QLD,Intellectual Disability,F71 - Moderate intellectual disability,2040,2873
30JUN2020,QLD,Intellectual Disability,F72 - Severe intellectual disability,943,1416
30JUN2020,QLD,Intellectual Disability,F73 - Profound intellectual disability,193,283
30JUN2020,QLD,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],5215,9940
30JUN2020,QLD,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],21,68
30JUN2020,QLD,Intellectual Disability,Q02 - Microcephaly,92,208
30JUN2020,QLD,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",117,173
30JUN2020,QLD,Intellectual Disability,Q05 - Spina bifida,468,530
30JUN2020,QLD,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,282,428
30JUN2020,QLD,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,33,38
30JUN2020,QLD,Intellectual Disability,Q87.1 - Prader Willi syndrome,103,117
30JUN2020,QLD,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
30JUN2020,QLD,Intellectual Disability,Q89 - Other congenital conditions,335,535
30JUN2020,QLD,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
30JUN2020,QLD,Intellectual Disability,Q91 - Patau syndrome,<11,<11
30JUN2020,QLD,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,40,41
30JUN2020,QLD,Intellectual Disability,Q93.5 - Angelman  syndrome,86,90
30JUN2020,QLD,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",957,1367
30JUN2020,QLD,Intellectual Disability,Q99.2 - Fragile X syndrome,166,201
30JUN2020,QLD,Multiple Sclerosis,G35 - Multiple sclerosis,1170,1196
30JUN2020,QLD,Other,B22 - Human immune deficiency virus (HIV) disease,<11,14
30JUN2020,QLD,Other,B99 - Other unspecified infectious diseases,<11,12
30JUN2020,QLD,Other,C71 - Malignant neoplasm of brain,<11,<11
30JUN2020,QLD,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
30JUN2020,QLD,Other,E14 - Diabetes mellitus,<11,645
30JUN2020,QLD,Other,E66 - Obesity,<11,150
30JUN2020,QLD,Other,E88 - Other metabolic disorders,30,46
30JUN2020,QLD,Other,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,<11
30JUN2020,QLD,Other,J44.9 - Chronic lung disease,43,83
30JUN2020,QLD,Other,M32 - Systemic lupus erythematosus,<11,13
30JUN2020,QLD,Other,M45 - Ankylosing spondylitis,<11,16
30JUN2020,QLD,Other,N18 - Renal failure,<11,44
30JUN2020,QLD,Other,Q37 - Cleft palate and lip,<11,44
30JUN2020,QLD,Other,S14.3 - Brachial plexus injury,<11,<11
30JUN2020,QLD,Other Neurological,F00 - Alzheimer's disease,286,320
30JUN2020,QLD,Other Neurological,F03 - Unspecified dementia,283,408
30JUN2020,QLD,Other Neurological,G10 - Huntington disease,165,169
30JUN2020,QLD,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),153,157
30JUN2020,QLD,Other Neurological,G20 - Parkinson's disease,333,366
30JUN2020,QLD,Other Neurological,G40 - Epilepsy,121,2865
30JUN2020,QLD,Other Neurological,G71.0 - Muscular dystrophy,427,464
30JUN2020,QLD,Other Neurological,G99 - Other Neurological,1713,3995
30JUN2020,QLD,Other Neurological,G99 - Other Neurological (List A),20,25
30JUN2020,QLD,Other Neurological,G99 - Other Neurological (List C),<11,11
30JUN2020,QLD,Other Physical,M05 - Rheumatoid arthritis,227,327
30JUN2020,QLD,Other Physical,M12 - Other arthritis,92,419
30JUN2020,QLD,Other Physical,M95 - Other Physical,3320,8715
30JUN2020,QLD,Other Physical,T05 - Multiple traumatic amputations,299,330
30JUN2020,QLD,Other Sensory/Speech,R47 - Other Sensory/Speech,286,3579
30JUN2020,QLD,Psychosocial disability,F11 - Alcohol dependency,<11,62
30JUN2020,QLD,Psychosocial disability,F19 - Other substance dependency,<11,54
30JUN2020,QLD,Psychosocial disability,F20 - Schizophrenia,4015,4780
30JUN2020,QLD,Psychosocial disability,F31 - Bipolar affective disorder,588,1101
30JUN2020,QLD,Psychosocial disability,F32 - Major depressive illness,449,1635
30JUN2020,QLD,Psychosocial disability,F41 - Other Anxiety disorders,152,3845
30JUN2020,QLD,Psychosocial disability,F42 - Obsessive-compulsive disorder,25,408
30JUN2020,QLD,Psychosocial disability,F60.3 - Borderline personality disorder,219,493
30JUN2020,QLD,Psychosocial disability,F99 - Other psychosocial disorders,1052,3513
30JUN2020,QLD,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
30JUN2020,QLD,Spinal Cord Injury,C72.7 - Malignant neoplasm of spinal cord (Incomplete),<11,<11
30JUN2020,QLD,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),568,585
30JUN2020,QLD,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),666,712
30JUN2020,QLD,Stroke,I69 - Stroke,1206,1483
30JUN2020,QLD,Visual Impairment,H54 - Visual impairment (including blindness),1372,3197
30JUN2020,QLD,Visual Impairment,Q15.9 - Congenital eye condition,<11,21
30JUN2020,SA,ABI,G93.1 - Hypoxic brain injury,25,31
30JUN2020,SA,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],1375,1590
30JUN2020,SA,Autism,F84.0 - Autism disorder,12627,13218
30JUN2020,SA,Autism,F84.2 - Rett syndrome,33,37
30JUN2020,SA,Autism,F84.5 - Asperger syndrome,516,600
30JUN2020,SA,Cerebral Palsy,G80 - Cerebral palsy,1133,1410
30JUN2020,SA,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],1830,1949
30JUN2020,SA,Down Syndrome,Q90 - Down syndrome,787,842
30JUN2020,SA,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],1026,1207
30JUN2020,SA,Hearing Impairment,H90 - Hearing loss,1434,2036
30JUN2020,SA,Hearing Impairment,Q16.9 - Congenital hearing condition,19,35
30JUN2020,SA,Intellectual Disability,F70 - Mild intellectual disability,972,1368
30JUN2020,SA,Intellectual Disability,F71 - Moderate intellectual disability,1254,1579
30JUN2020,SA,Intellectual Disability,F72 - Severe intellectual disability,305,420
30JUN2020,SA,Intellectual Disability,F73 - Profound intellectual disability,33,47
30JUN2020,SA,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],2986,4039
30JUN2020,SA,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,14
30JUN2020,SA,Intellectual Disability,Q02 - Microcephaly,31,60
30JUN2020,SA,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",42,63
30JUN2020,SA,Intellectual Disability,Q05 - Spina bifida,160,174
30JUN2020,SA,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,49,74
30JUN2020,SA,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,17,20
30JUN2020,SA,Intellectual Disability,Q87.1 - Prader Willi syndrome,29,32
30JUN2020,SA,Intellectual Disability,Q89 - Other congenital conditions,142,235
30JUN2020,SA,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
30JUN2020,SA,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,12,12
30JUN2020,SA,Intellectual Disability,Q93.5 - Angelman  syndrome,39,43
30JUN2020,SA,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",463,658
30JUN2020,SA,Intellectual Disability,Q99.2 - Fragile X syndrome,57,71
30JUN2020,SA,Multiple Sclerosis,G35 - Multiple sclerosis,657,671
30JUN2020,SA,Other,B99 - Other unspecified infectious diseases,<11,<11
30JUN2020,SA,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
30JUN2020,SA,Other,E14 - Diabetes mellitus,<11,269
30JUN2020,SA,Other,E66 - Obesity,<11,68
30JUN2020,SA,Other,E88 - Other metabolic disorders,34,47
30JUN2020,SA,Other,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,201
30JUN2020,SA,Other,J44.9 - Chronic lung disease,13,35
30JUN2020,SA,Other,M32 - Systemic lupus erythematosus,<11,<11
30JUN2020,SA,Other,M45 - Ankylosing spondylitis,<11,<11
30JUN2020,SA,Other,N18 - Renal failure,<11,17
30JUN2020,SA,Other,Q37 - Cleft palate and lip,<11,<11
30JUN2020,SA,Other,S14.3 - Brachial plexus injury,<11,<11
30JUN2020,SA,Other Neurological,F00 - Alzheimer's disease,91,108
30JUN2020,SA,Other Neurological,F03 - Unspecified dementia,79,118
30JUN2020,SA,Other Neurological,G10 - Huntington disease,67,69
30JUN2020,SA,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),52,53
30JUN2020,SA,Other Neurological,G20 - Parkinson's disease,144,160
30JUN2020,SA,Other Neurological,G40 - Epilepsy,46,1037
30JUN2020,SA,Other Neurological,G71.0 - Muscular dystrophy,199,220
30JUN2020,SA,Other Neurological,G99 - Other Neurological,617,1213
30JUN2020,SA,Other Neurological,G99 - Other Neurological (List A),76,122
30JUN2020,SA,Other Neurological,G99 - Other Neurological (List C),<11,<11
30JUN2020,SA,Other Physical,M05 - Rheumatoid arthritis,78,117
30JUN2020,SA,Other Physical,M12 - Other arthritis,52,188
30JUN2020,SA,Other Physical,M95 - Other Physical,1438,3239
30JUN2020,SA,Other Physical,T05 - Multiple traumatic amputations,76,87
30JUN2020,SA,Other Sensory/Speech,R47 - Other Sensory/Speech,621,2096
30JUN2020,SA,Psychosocial disability,F11 - Alcohol dependency,<11,20
30JUN2020,SA,Psychosocial disability,F19 - Other substance dependency,<11,23
30JUN2020,SA,Psychosocial disability,F20 - Schizophrenia,1310,1633
30JUN2020,SA,Psychosocial disability,F31 - Bipolar affective disorder,135,365
30JUN2020,SA,Psychosocial disability,F32 - Major depressive illness,91,402
30JUN2020,SA,Psychosocial disability,F41 - Other Anxiety disorders,48,1041
30JUN2020,SA,Psychosocial disability,F42 - Obsessive-compulsive disorder,13,120
30JUN2020,SA,Psychosocial disability,F60.3 - Borderline personality disorder,68,181
30JUN2020,SA,Psychosocial disability,F99 - Other psychosocial disorders,361,1362
30JUN2020,SA,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
30JUN2020,SA,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),159,172
30JUN2020,SA,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),189,216
30JUN2020,SA,Stroke,I69 - Stroke,382,519
30JUN2020,SA,Visual Impairment,H54 - Visual impairment (including blindness),671,1342
30JUN2020,SA,Visual Impairment,Q15.9 - Congenital eye condition,12,18
30JUN2020,TAS,ABI,G93.1 - Hypoxic brain injury,<11,<11
30JUN2020,TAS,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],354,421
30JUN2020,TAS,Autism,F84.0 - Autism disorder,2638,2876
30JUN2020,TAS,Autism,F84.2 - Rett syndrome,12,12
30JUN2020,TAS,Autism,F84.5 - Asperger syndrome,77,92
30JUN2020,TAS,Cerebral Palsy,G80 - Cerebral palsy,387,467
30JUN2020,TAS,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],433,463
30JUN2020,TAS,Down Syndrome,Q90 - Down syndrome,282,302
30JUN2020,TAS,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],154,253
30JUN2020,TAS,Hearing Impairment,H90 - Hearing loss,358,532
30JUN2020,TAS,Hearing Impairment,Q16.9 - Congenital hearing condition,<11,<11
30JUN2020,TAS,Intellectual Disability,F70 - Mild intellectual disability,397,600
30JUN2020,TAS,Intellectual Disability,F71 - Moderate intellectual disability,813,1069
30JUN2020,TAS,Intellectual Disability,F72 - Severe intellectual disability,137,177
30JUN2020,TAS,Intellectual Disability,F73 - Profound intellectual disability,14,21
30JUN2020,TAS,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],514,732
30JUN2020,TAS,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,<11
30JUN2020,TAS,Intellectual Disability,Q02 - Microcephaly,<11,25
30JUN2020,TAS,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",<11,16
30JUN2020,TAS,Intellectual Disability,Q05 - Spina bifida,43,46
30JUN2020,TAS,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,32,43
30JUN2020,TAS,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,<11,<11
30JUN2020,TAS,Intellectual Disability,Q87.1 - Prader Willi syndrome,11,12
30JUN2020,TAS,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
30JUN2020,TAS,Intellectual Disability,Q89 - Other congenital conditions,30,57
30JUN2020,TAS,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
30JUN2020,TAS,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,<11,<11
30JUN2020,TAS,Intellectual Disability,Q93.5 - Angelman  syndrome,17,18
30JUN2020,TAS,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",121,182
30JUN2020,TAS,Intellectual Disability,Q99.2 - Fragile X syndrome,25,38
30JUN2020,TAS,Multiple Sclerosis,G35 - Multiple sclerosis,234,239
30JUN2020,TAS,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
30JUN2020,TAS,Other,C71 - Malignant neoplasm of brain,<11,<11
30JUN2020,TAS,Other,E14 - Diabetes mellitus,<11,60
30JUN2020,TAS,Other,E66 - Obesity,<11,21
30JUN2020,TAS,Other,E88 - Other metabolic disorders,<11,<11
30JUN2020,TAS,Other,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,<11
30JUN2020,TAS,Other,J44.9 - Chronic lung disease,<11,<11
30JUN2020,TAS,Other,M32 - Systemic lupus erythematosus,<11,<11
30JUN2020,TAS,Other,N18 - Renal failure,<11,<11
30JUN2020,TAS,Other,Q37 - Cleft palate and lip,<11,<11
30JUN2020,TAS,Other,S14.3 - Brachial plexus injury,<11,<11
30JUN2020,TAS,Other Neurological,F00 - Alzheimer's disease,24,27
30JUN2020,TAS,Other Neurological,F03 - Unspecified dementia,34,55
30JUN2020,TAS,Other Neurological,G10 - Huntington disease,40,41
30JUN2020,TAS,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),19,20
30JUN2020,TAS,Other Neurological,G20 - Parkinson's disease,30,44
30JUN2020,TAS,Other Neurological,G40 - Epilepsy,22,342
30JUN2020,TAS,Other Neurological,G71.0 - Muscular dystrophy,43,49
30JUN2020,TAS,Other Neurological,G99 - Other Neurological,126,303
30JUN2020,TAS,Other Neurological,G99 - Other Neurological (List A),20,37
30JUN2020,TAS,Other Neurological,G99 - Other Neurological (List C),<11,<11
30JUN2020,TAS,Other Physical,M05 - Rheumatoid arthritis,16,30
30JUN2020,TAS,Other Physical,M12 - Other arthritis,<11,29
30JUN2020,TAS,Other Physical,M95 - Other Physical,287,720
30JUN2020,TAS,Other Physical,T05 - Multiple traumatic amputations,17,18
30JUN2020,TAS,Other Sensory/Speech,R47 - Other Sensory/Speech,35,318
30JUN2020,TAS,Psychosocial disability,F11 - Alcohol dependency,<11,<11
30JUN2020,TAS,Psychosocial disability,F19 - Other substance dependency,<11,<11
30JUN2020,TAS,Psychosocial disability,F20 - Schizophrenia,373,457
30JUN2020,TAS,Psychosocial disability,F31 - Bipolar affective disorder,54,112
30JUN2020,TAS,Psychosocial disability,F32 - Major depressive illness,31,107
30JUN2020,TAS,Psychosocial disability,F41 - Other Anxiety disorders,19,361
30JUN2020,TAS,Psychosocial disability,F42 - Obsessive-compulsive disorder,11,72
30JUN2020,TAS,Psychosocial disability,F60.3 - Borderline personality disorder,35,67
30JUN2020,TAS,Psychosocial disability,F99 - Other psychosocial disorders,118,415
30JUN2020,TAS,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
30JUN2020,TAS,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),51,58
30JUN2020,TAS,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),42,47
30JUN2020,TAS,Stroke,I69 - Stroke,97,126
30JUN2020,TAS,Visual Impairment,H54 - Visual impairment (including blindness),172,345
30JUN2020,TAS,Visual Impairment,Q15.9 - Congenital eye condition,<11,<11
30JUN2020,VIC,ABI,G93.1 - Hypoxic brain injury,41,55
30JUN2020,VIC,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],3158,4049
30JUN2020,VIC,Autism,F84.0 - Autism disorder,30018,34102
30JUN2020,VIC,Autism,F84.2 - Rett syndrome,91,102
30JUN2020,VIC,Autism,F84.5 - Asperger syndrome,480,769
30JUN2020,VIC,Cerebral Palsy,G80 - Cerebral palsy,3740,4638
30JUN2020,VIC,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],10076,10899
30JUN2020,VIC,Down Syndrome,Q90 - Down syndrome,2739,3045
